#K-Path          Energy     s    py    pz    px    dxy    dyz    dz2    dxz    dx2-y2    tot
# NKPTS & NBANDS: 180  14
# Band-Index:    1
   7.56153    -33.402780  0.000  0.243  0.000  0.729  0.000  0.000  0.000  0.000  0.000  0.972
   7.61281    -33.403449  0.000  0.243  0.000  0.729  0.000  0.000  0.000  0.000  0.000  0.972
   7.66408    -33.404527  0.000  0.243  0.000  0.729  0.000  0.000  0.000  0.000  0.000  0.972
   7.71535    -33.405999  0.000  0.243  0.000  0.729  0.000  0.000  0.000  0.000  0.000  0.972
   7.76662    -33.407811  0.000  0.243  0.000  0.729  0.000  0.000  0.000  0.000  0.000  0.971
   7.81789    -33.409919  0.000  0.243  0.000  0.728  0.000  0.000  0.000  0.000  0.000  0.971
   7.86916    -33.398537  0.000  0.000  0.978  0.000  0.000  0.000  0.000  0.000  0.000  0.978
   7.92043    -33.384915  0.000  0.000  0.979  0.000  0.000  0.000  0.000  0.000  0.000  0.979
   7.97170    -33.370675  0.000  0.000  0.980  0.000  0.000  0.000  0.000  0.000  0.000  0.980
   8.02297    -33.356195  0.000  0.000  0.981  0.000  0.000  0.000  0.000  0.000  0.000  0.981
   8.07424    -33.341881  0.000  0.000  0.982  0.000  0.000  0.000  0.000  0.000  0.000  0.982
   8.12551    -33.328127  0.000  0.000  0.982  0.000  0.000  0.000  0.000  0.000  0.000  0.983
   8.17678    -33.315308  0.000  0.000  0.983  0.000  0.000  0.000  0.000  0.000  0.000  0.983
   8.22805    -33.303769  0.000  0.000  0.984  0.000  0.000  0.000  0.000  0.000  0.000  0.984
   8.27932    -33.293864  0.000  0.000  0.985  0.000  0.000  0.000  0.000  0.000  0.000  0.985
   8.33059    -33.285845  0.000  0.000  0.985  0.000  0.000  0.000  0.000  0.000  0.000  0.985
   8.38186    -33.279940  0.000  0.000  0.985  0.000  0.000  0.000  0.000  0.000  0.000  0.985
   8.43313    -33.276340  0.000  0.000  0.986  0.000  0.000  0.000  0.000  0.000  0.000  0.986
   8.48440    -33.275156  0.000  0.000  0.986  0.000  0.000  0.000  0.000  0.000  0.000  0.986
   8.48440    -33.284583  0.000  0.244  0.000  0.733  0.000  0.000  0.000  0.000  0.000  0.978
   8.53567    -33.284778  0.000  0.244  0.000  0.733  0.000  0.000  0.000  0.000  0.000  0.978
   8.58694    -33.285351  0.000  0.244  0.000  0.733  0.000  0.000  0.000  0.000  0.000  0.978
   8.63821    -33.286305  0.000  0.244  0.000  0.733  0.000  0.000  0.000  0.000  0.000  0.978
   8.68948    -33.287588  0.000  0.244  0.000  0.733  0.000  0.000  0.000  0.000  0.000  0.977
   8.74075    -33.289192  0.000  0.244  0.000  0.733  0.000  0.000  0.000  0.000  0.000  0.977
   8.79203    -33.291071  0.000  0.244  0.000  0.733  0.000  0.000  0.000  0.000  0.000  0.977
   8.84330    -33.293163  0.000  0.244  0.000  0.733  0.000  0.000  0.000  0.000  0.000  0.977
   8.89457    -33.295409  0.000  0.244  0.000  0.732  0.000  0.000  0.000  0.000  0.000  0.977
   8.94584    -33.297742  0.000  0.244  0.000  0.732  0.000  0.000  0.000  0.000  0.000  0.977
   8.99711    -33.300108  0.000  0.244  0.000  0.732  0.000  0.000  0.000  0.000  0.000  0.976
   9.04838    -33.302442  0.000  0.244  0.000  0.732  0.000  0.000  0.000  0.000  0.000  0.976
   9.09965    -33.304681  0.000  0.244  0.000  0.732  0.000  0.000  0.000  0.000  0.000  0.976
   9.15092    -33.306754  0.000  0.732  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.976
   9.20219    -33.308634  0.000  0.732  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.976
   9.25346    -33.310231  0.000  0.731  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.975
   9.30473    -33.311512  0.000  0.731  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.975
   9.35600    -33.312459  0.000  0.731  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.975
   9.40727    -33.313025  0.000  0.731  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.975
   9.45854    -33.313201  0.000  0.731  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.975
 
# Band-Index:    4
   9.45854    -33.266633  0.000  0.000  0.986  0.000  0.000  0.000  0.000  0.000  0.000  0.986
   9.40727    -33.267826  0.000  0.000  0.986  0.000  0.000  0.000  0.000  0.000  0.000  0.986
   9.35600    -33.271364  0.000  0.000  0.986  0.000  0.000  0.000  0.000  0.000  0.000  0.986
   9.30473    -33.277151  0.000  0.000  0.986  0.000  0.000  0.000  0.000  0.000  0.000  0.986
   9.25346    -33.285025  0.000  0.000  0.985  0.000  0.000  0.000  0.000  0.000  0.000  0.985
   9.20219    -33.294762  0.000  0.000  0.985  0.000  0.000  0.000  0.000  0.000  0.000  0.985
   9.15092    -33.306055  0.000  0.000  0.984  0.000  0.000  0.000  0.000  0.000  0.000  0.984
   9.09965    -33.304677  0.000  0.732  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.976
   9.04838    -33.302438  0.000  0.732  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.976
   8.99711    -33.300104  0.000  0.732  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.976
   8.94584    -33.297738  0.000  0.732  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.977
   8.89457    -33.295405  0.000  0.732  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.977
   8.84330    -33.293159  0.000  0.733  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.977
   8.79203    -33.291067  0.000  0.733  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.977
   8.74075    -33.289188  0.000  0.733  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.977
   8.68948    -33.287584  0.000  0.733  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.977
   8.63821    -33.286301  0.000  0.733  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.978
   8.58694    -33.285347  0.000  0.733  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.978
   8.53567    -33.284774  0.000  0.733  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.978
   8.48440    -33.284579  0.000  0.733  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.978
   8.48440    -33.127353  0.000  0.738  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.985
   8.43313    -33.127195  0.000  0.738  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.985
   8.38186    -33.126755  0.000  0.738  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.985
   8.33059    -33.126027  0.000  0.739  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.985
   8.27932    -33.125031  0.000  0.739  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.985
   8.22805    -33.123803  0.000  0.739  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.985
   8.17678    -33.122372  0.000  0.739  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.985
   8.12551    -33.120775  0.000  0.739  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.985
   8.07424    -33.119039  0.000  0.739  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.985
   8.02297    -33.117244  0.000  0.739  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.985
   7.97170    -33.115422  0.000  0.739  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.986
   7.92043    -33.113620  0.000  0.739  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.986
   7.86916    -33.111890  0.000  0.739  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.986
   7.81789    -33.110289  0.000  0.739  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.986
   7.76662    -33.108858  0.000  0.740  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.986
   7.71535    -33.107634  0.000  0.740  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.986
   7.66408    -33.106633  0.000  0.740  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.986
   7.61281    -33.105900  0.000  0.740  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.986
   7.56153    -33.105459  0.000  0.740  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.986
   7.51026    -33.105337  0.000  0.740  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.986
   7.51026    -33.018639  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.990
   7.43757    -33.019436  0.000  0.247  0.000  0.742  0.000  0.000  0.000  0.000  0.000  0.990
   7.36487    -33.021841  0.000  0.247  0.000  0.742  0.000  0.000  0.000  0.000  0.000  0.990
   7.29217    -33.025859  0.000  0.247  0.000  0.742  0.000  0.000  0.000  0.000  0.000  0.989
   7.21948    -33.031487  0.000  0.247  0.000  0.742  0.000  0.000  0.000  0.000  0.000  0.989
   7.14678    -33.038768  0.000  0.247  0.000  0.742  0.000  0.000  0.000  0.000  0.000  0.989
   7.07408    -33.047712  0.000  0.247  0.000  0.741  0.000  0.000  0.000  0.000  0.000  0.989
   7.00138    -33.058313  0.000  0.247  0.000  0.741  0.000  0.000  0.000  0.000  0.000  0.988
   6.92869    -33.070572  0.000  0.247  0.000  0.741  0.000  0.000  0.000  0.000  0.000  0.988
   6.85599    -33.084482  0.000  0.247  0.000  0.740  0.000  0.000  0.000  0.000  0.000  0.987
   6.78329    -33.099972  0.000  0.247  0.000  0.740  0.000  0.000  0.000  0.000  0.000  0.986
   6.71060    -33.116962  0.000  0.246  0.000  0.739  0.000  0.000  0.000  0.000  0.000  0.986
   6.63790    -33.135352  0.000  0.246  0.000  0.738  0.000  0.000  0.000  0.000  0.000  0.985
   6.56520    -33.154942  0.000  0.246  0.000  0.738  0.000  0.000  0.000  0.000  0.000  0.984
   6.49250    -33.175558  0.000  0.246  0.000  0.737  0.000  0.000  0.000  0.000  0.000  0.983
   6.41981    -33.196954  0.000  0.245  0.000  0.736  0.000  0.000  0.000  0.000  0.000  0.982
   6.34711    -33.218883  0.000  0.245  0.000  0.736  0.000  0.000  0.000  0.000  0.000  0.981
   6.27441    -33.241011  0.000  0.245  0.000  0.735  0.000  0.000  0.000  0.000  0.000  0.980
   6.20172    -33.263028  0.000  0.245  0.000  0.734  0.000  0.000  0.000  0.000  0.000  0.979
   6.12902    -33.284579  0.000  0.733  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.978
   6.12902    -33.284579  0.000  0.733  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.978
   6.09267    -33.273563  0.000  0.734  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.978
   6.05632    -33.261812  0.000  0.734  0.000  0.245  0.000  0.000  0.000  0.000  0.000  0.979
   6.01997    -33.249490  0.000  0.735  0.000  0.245  0.000  0.000  0.000  0.000  0.000  0.979
   5.98362    -33.236755  0.000  0.735  0.000  0.245  0.000  0.000  0.000  0.000  0.000  0.980
   5.94728    -33.223767  0.000  0.735  0.000  0.245  0.000  0.000  0.000  0.000  0.000  0.981
   5.91093    -33.210711  0.000  0.736  0.000  0.245  0.000  0.000  0.000  0.000  0.000  0.981
   5.87458    -33.197774  0.000  0.736  0.000  0.245  0.000  0.000  0.000  0.000  0.000  0.982
   5.83823    -33.185106  0.000  0.737  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.982
   5.80188    -33.172863  0.000  0.737  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.983
   5.76553    -33.161226  0.000  0.738  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.984
   5.72918    -33.150347  0.000  0.738  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.984
   5.69284    -33.140365  0.000  0.738  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.985
   5.65649    -33.131444  0.000  0.739  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.985
   5.62014    -33.123707  0.000  0.739  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.985
   5.58379    -33.117204  0.000  0.739  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.986
   5.54744    -33.112047  0.000  0.739  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.986
   5.51109    -33.108316  0.000  0.740  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.986
   5.47474    -33.106061  0.000  0.740  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.986
   5.43840    -33.105337  0.000  0.740  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.986
   5.43840    -33.105337  0.000  0.740  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.986
   5.37544    -33.104731  0.000  0.740  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.986
   5.31248    -33.102986  0.000  0.740  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.986
   5.24952    -33.100134  0.000  0.740  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.987
   5.18657    -33.096236  0.000  0.740  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.987
   5.12361    -33.091419  0.000  0.740  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.987
   5.06065    -33.085794  0.000  0.740  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.987
   4.99769    -33.079508  0.000  0.740  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.987
   4.93473    -33.072760  0.000  0.741  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.988
   4.87178    -33.065723  0.000  0.741  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.988
   4.80882    -33.058559  0.000  0.741  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.988
   4.74586    -33.051488  0.000  0.741  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.988
   4.68290    -33.044705  0.000  0.741  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
   4.61995    -33.038399  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
   4.55699    -33.032729  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
   4.49403    -33.027841  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
   4.43107    -33.023893  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
   4.36812    -33.021006  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.990
   4.30516    -33.019235  0.000  0.743  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.990
   4.24220    -33.018639  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.990
   4.24220    -33.018639  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.990
   4.19093    -33.018750  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.990
   4.13966    -33.019074  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.990
   4.08839    -33.019632  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.990
   4.03712    -33.020361  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.990
   3.98585    -33.021276  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
   3.93458    -33.022344  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
   3.88331    -33.023533  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
   3.83204    -33.024788  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
   3.78077    -33.026114  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
   3.72950    -33.027459  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
   3.67823    -33.028792  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
   3.62696    -33.030062  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
   3.57569    -33.031246  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
   3.52442    -33.032308  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
   3.47314    -33.033195  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
   3.42187    -33.033918  0.000  0.741  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
   3.37060    -33.034464  0.000  0.741  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
   3.31933    -33.034795  0.000  0.741  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
   3.26806    -33.034910  0.000  0.741  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
   3.26806    -33.034910  0.000  0.741  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
   3.19537    -33.035763  0.000  0.247  0.000  0.741  0.000  0.000  0.000  0.000  0.000  0.989
   3.12267    -33.038320  0.000  0.247  0.000  0.741  0.000  0.000  0.000  0.000  0.000  0.988
   3.04997    -33.042584  0.000  0.247  0.000  0.741  0.000  0.000  0.000  0.000  0.000  0.988
   2.97727    -33.048587  0.000  0.247  0.000  0.741  0.000  0.000  0.000  0.000  0.000  0.988
   2.90458    -33.056322  0.000  0.247  0.000  0.741  0.000  0.000  0.000  0.000  0.000  0.988
   2.83188    -33.065800  0.000  0.247  0.000  0.740  0.000  0.000  0.000  0.000  0.000  0.987
   2.75918    -33.077039  0.000  0.247  0.000  0.740  0.000  0.000  0.000  0.000  0.000  0.987
   2.68649    -33.089993  0.000  0.247  0.000  0.740  0.000  0.000  0.000  0.000  0.000  0.986
   2.61379    -33.104655  0.000  0.246  0.000  0.739  0.000  0.000  0.000  0.000  0.000  0.985
   2.54109    -33.120960  0.000  0.246  0.000  0.738  0.000  0.000  0.000  0.000  0.000  0.985
   2.46839    -33.138803  0.000  0.246  0.000  0.738  0.000  0.000  0.000  0.000  0.000  0.984
   2.39570    -33.158040  0.000  0.246  0.000  0.737  0.000  0.000  0.000  0.000  0.000  0.983
   2.32300    -33.178533  0.000  0.245  0.000  0.736  0.000  0.000  0.000  0.000  0.000  0.982
   2.25030    -33.200050  0.000  0.245  0.000  0.736  0.000  0.000  0.000  0.000  0.000  0.981
   2.17761    -33.222346  0.000  0.245  0.000  0.735  0.000  0.000  0.000  0.000  0.000  0.980
   2.10491    -33.245137  0.000  0.245  0.000  0.734  0.000  0.000  0.000  0.000  0.000  0.979
   2.03221    -33.268020  0.000  0.000  0.986  0.000  0.000  0.000  0.000  0.000  0.000  0.986
   1.95951    -33.266950  0.000  0.000  0.986  0.000  0.000  0.000  0.000  0.000  0.000  0.986
   1.88682    -33.266633  0.000  0.000  0.986  0.000  0.000  0.000  0.000  0.000  0.000  0.986
   1.88682    -33.266633  0.000  0.000  0.986  0.000  0.000  0.000  0.000  0.000  0.000  0.986
   1.85047    -33.266707  0.000  0.000  0.986  0.000  0.000  0.000  0.000  0.000  0.000  0.986
   1.81412    -33.266935  0.000  0.000  0.986  0.000  0.000  0.000  0.000  0.000  0.000  0.986
   1.77777    -33.267272  0.000  0.000  0.986  0.000  0.000  0.000  0.000  0.000  0.000  0.986
   1.74142    -33.263731  0.000  0.733  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.978
   1.70507    -33.250286  0.000  0.734  0.000  0.245  0.000  0.000  0.000  0.000  0.000  0.978
   1.66873    -33.236751  0.000  0.734  0.000  0.245  0.000  0.000  0.000  0.000  0.000  0.979
   1.63238    -33.223312  0.000  0.735  0.000  0.245  0.000  0.000  0.000  0.000  0.000  0.980
   1.59603    -33.210171  0.000  0.735  0.000  0.245  0.000  0.000  0.000  0.000  0.000  0.980
   1.55968    -33.197484  0.000  0.736  0.000  0.245  0.000  0.000  0.000  0.000  0.000  0.981
   1.52333    -33.185415  0.000  0.736  0.000  0.245  0.000  0.000  0.000  0.000  0.000  0.982
   1.48698    -33.174133  0.000  0.737  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.982
   1.45063    -33.163785  0.000  0.737  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.983
   1.41429    -33.154511  0.000  0.737  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.983
   1.37794    -33.146444  0.000  0.738  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.984
   1.34159    -33.139696  0.000  0.738  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.984
   1.30524    -33.134353  0.000  0.738  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.984
   1.26889    -33.130473  0.000  0.738  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.984
   1.23254    -33.128133  0.000  0.738  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.985
   1.19619    -33.127353  0.000  0.738  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.985
   1.19619    -33.127353  0.000  0.738  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.985
   1.13324    -33.126726  0.000  0.738  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.985
   1.07028    -33.124864  0.000  0.739  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.985
   1.00732    -33.121818  0.000  0.739  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.985
   0.94436    -33.117676  0.000  0.739  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.985
   0.88141    -33.112561  0.000  0.739  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.985
   0.81845    -33.106571  0.000  0.739  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.986
   0.75549    -33.099886  0.000  0.739  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.986
   0.69253    -33.092686  0.000  0.740  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.986
   0.62958    -33.085152  0.000  0.740  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.986
   0.56662    -33.077514  0.000  0.740  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.987
   0.50366    -33.069982  0.000  0.740  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.987
   0.44070    -33.062750  0.000  0.741  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.987
   0.37775    -33.056015  0.000  0.741  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.988
   0.31479    -33.049951  0.000  0.741  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.988
   0.25183    -33.044736  0.000  0.741  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.988
   0.18887    -33.040523  0.000  0.741  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.988
   0.12592    -33.037432  0.000  0.742  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.988
   0.06296    -33.035547  0.000  0.742  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.989
   0.00000    -33.034910  0.000  0.741  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.989
 
# Band-Index:    5
   0.00000    -13.540860  0.102  0.000  0.000  0.000  0.000  0.000  0.004  0.000  0.000  0.106
   0.06296    -13.527475  0.101  0.000  0.000  0.000  0.000  0.000  0.004  0.000  0.000  0.106
   0.12592    -13.487428  0.101  0.000  0.000  0.001  0.000  0.000  0.004  0.000  0.000  0.106
   0.18887    -13.420970  0.099  0.001  0.000  0.002  0.000  0.000  0.004  0.000  0.000  0.106
   0.25183    -13.328503  0.098  0.001  0.000  0.003  0.000  0.000  0.004  0.000  0.000  0.106
   0.31479    -13.210529  0.096  0.001  0.000  0.004  0.000  0.000  0.005  0.000  0.000  0.106
   0.37775    -13.067661  0.093  0.002  0.000  0.006  0.000  0.000  0.005  0.000  0.000  0.106
   0.44070    -12.900649  0.090  0.003  0.000  0.008  0.000  0.000  0.006  0.000  0.000  0.107
   0.50366    -12.710329  0.087  0.003  0.000  0.010  0.001  0.000  0.006  0.000  0.000  0.107
   0.56662    -12.497553  0.084  0.004  0.000  0.012  0.001  0.000  0.007  0.000  0.000  0.107
   0.62958    -12.263283  0.080  0.005  0.000  0.014  0.001  0.000  0.007  0.000  0.000  0.108
   0.69253    -12.008500  0.076  0.005  0.000  0.016  0.002  0.000  0.008  0.000  0.001  0.108
   0.75549    -11.734080  0.072  0.006  0.000  0.019  0.003  0.000  0.008  0.000  0.001  0.108
   0.81845    -11.441036  0.068  0.007  0.000  0.021  0.004  0.000  0.009  0.000  0.001  0.109
   0.88141    -11.130332  0.063  0.007  0.000  0.022  0.005  0.000  0.010  0.000  0.002  0.110
   0.94436    -10.802981  0.059  0.008  0.000  0.024  0.007  0.000  0.011  0.000  0.002  0.110
   1.00732    -10.460027  0.055  0.008  0.000  0.025  0.009  0.000  0.012  0.000  0.003  0.112
   1.07028    -10.102678  0.051  0.009  0.000  0.026  0.011  0.000  0.013  0.000  0.004  0.113
   1.13324     -9.733118  0.050  0.008  0.000  0.025  0.016  0.000  0.014  0.000  0.005  0.117
   1.19619     -9.405081  0.078  0.000  0.000  0.000  0.033  0.000  0.026  0.000  0.011  0.147
   1.19619     -9.405081  0.078  0.000  0.000  0.000  0.033  0.000  0.026  0.000  0.011  0.147
   1.23254     -9.400465  0.078  0.000  0.000  0.000  0.033  0.000  0.026  0.000  0.011  0.147
   1.26889     -9.386654  0.077  0.000  0.000  0.000  0.033  0.000  0.026  0.000  0.011  0.147
   1.30524     -9.363682  0.077  0.001  0.000  0.000  0.032  0.000  0.026  0.000  0.011  0.147
   1.34159     -9.331674  0.076  0.002  0.000  0.001  0.032  0.000  0.026  0.000  0.011  0.147
   1.37794     -9.290760  0.075  0.002  0.000  0.001  0.032  0.000  0.026  0.000  0.011  0.146
   1.41429     -9.241123  0.073  0.003  0.000  0.001  0.031  0.000  0.026  0.000  0.010  0.145
   1.45063     -9.182990  0.071  0.005  0.000  0.002  0.030  0.000  0.026  0.000  0.010  0.145
   1.48698     -9.122040  0.000  0.019  0.000  0.058  0.002  0.000  0.000  0.000  0.005  0.084
   1.52333     -9.079300  0.000  0.019  0.000  0.058  0.002  0.000  0.000  0.000  0.006  0.084
   1.55968     -9.031430  0.000  0.019  0.000  0.057  0.002  0.000  0.000  0.000  0.007  0.085
   1.59603     -8.978393  0.000  0.019  0.000  0.056  0.003  0.000  0.000  0.000  0.009  0.087
   1.63238     -8.920161  0.000  0.019  0.000  0.056  0.003  0.000  0.000  0.000  0.010  0.088
   1.66873     -8.856705  0.000  0.018  0.000  0.055  0.004  0.000  0.000  0.000  0.012  0.089
   1.70507     -8.787969  0.000  0.018  0.000  0.054  0.005  0.000  0.000  0.000  0.014  0.091
   1.74142     -8.713919  0.000  0.018  0.000  0.053  0.005  0.000  0.000  0.000  0.016  0.092
   1.77777     -8.634533  0.000  0.017  0.000  0.052  0.006  0.000  0.000  0.000  0.018  0.094
   1.81412     -8.549763  0.000  0.017  0.000  0.051  0.007  0.000  0.000  0.000  0.021  0.096
   1.85047     -8.459567  0.000  0.017  0.000  0.050  0.008  0.000  0.000  0.000  0.023  0.097
   1.88682     -8.363925  0.000  0.016  0.000  0.049  0.009  0.000  0.000  0.000  0.026  0.100
   1.88682     -8.363925  0.000  0.016  0.000  0.049  0.009  0.000  0.000  0.000  0.026  0.100
   1.95951     -8.676360  0.011  0.045  0.000  0.015  0.019  0.000  0.005  0.000  0.006  0.102
   2.03221     -9.095289  0.024  0.040  0.000  0.013  0.014  0.000  0.010  0.000  0.005  0.106
   2.10491     -9.533815  0.034  0.036  0.000  0.012  0.011  0.000  0.011  0.000  0.004  0.107
   2.17761     -9.967245  0.043  0.032  0.000  0.011  0.008  0.000  0.012  0.000  0.003  0.108
   2.25030    -10.386648  0.050  0.029  0.000  0.010  0.006  0.000  0.011  0.000  0.002  0.108
   2.32300    -10.787686  0.056  0.026  0.000  0.009  0.005  0.000  0.011  0.000  0.002  0.108
   2.39570    -11.167714  0.062  0.024  0.000  0.008  0.003  0.000  0.010  0.000  0.001  0.108
