      #Energy        TDOS
     -43.91704       0.00000
     -43.88104       0.00000
     -43.84604       0.00000
     -43.81004       0.00000
     -43.77504       0.00000
     -43.73904       0.00000
     -43.70404       0.00000
     -43.66804       0.00000
     -43.63304       0.00000
     -43.59804       0.00000
     -43.56204       0.00000
     -43.52704       0.00000
     -43.49104       0.00000
     -43.45604       0.00000
     -43.42004       0.00000
     -43.38504       0.00000
     -43.35004       0.00000
     -43.31404       0.00000
     -43.27904       0.00000
     -43.24304       0.00000
     -43.20804       0.00000
     -43.17204       0.00000
     -43.13704       0.00000
     -43.10104       0.00000
     -43.06604       0.00000
     -43.03104       0.00000
     -42.99504       0.00000
     -42.96004       0.00000
     -42.92404       0.00000
     -42.88904       0.00000
     -42.85304       0.00000
     -42.81804       0.00000
     -42.78204       0.00000
     -42.74704       0.00000
     -42.71204       0.00000
     -42.67604       0.00000
     -42.64104       0.00000
     -42.60504       0.00000
     -42.57004       0.00000
     -42.53404       0.00000
     -42.49904       0.00000
     -42.46304       0.00000
     -42.42804       0.00000
     -42.39304       0.00000
     -42.35704       0.00000
     -42.32204       0.00000
     -42.28604       0.00000
     -42.25104       0.00000
     -42.21504       0.00000
     -42.18004       0.00000
     -42.14404       0.00000
     -42.10904       0.00000
     -42.07404       0.00000
     -42.03804       0.00000
     -42.00304       0.00000
     -41.96704       0.00000
     -41.93204       0.00000
     -41.89604       0.00000
     -41.86104       0.00000
     -41.82504       0.00000
     -41.79004       0.00000
     -41.75504       0.00000
     -41.71904       0.00000
     -41.68404       0.00000
     -41.64804       0.00000
     -41.61304       0.00000
     -41.57704       0.00000
     -41.54204       0.00000
     -41.50604       0.00000
     -41.47104       0.00000
     -41.43604       0.00000
     -41.40004       0.00000
     -41.36504       0.00000
     -41.32904       0.00000
     -41.29404       0.00000
     -41.25804       0.00000
     -41.22304       0.00000
     -41.18704       0.00000
     -41.15204       0.00000
     -41.11704       0.00000
     -41.08104       0.00000
     -41.04604       0.00000
     -41.01004       0.00000
     -40.97504       0.00000
     -40.93904       0.00000
     -40.90404       0.00000
     -40.86804       0.00000
     -40.83304       0.00000
     -40.79804       0.00000
     -40.76204       0.00000
     -40.72704       0.00000
     -40.69104       0.00000
     -40.65604       0.00000
     -40.62004       0.00000
     -40.58504       0.00000
     -40.54904       0.00000
     -40.51404       0.00000
     -40.47904       0.00000
     -40.44304       0.00000
     -40.40804       0.00000
     -40.37204       0.00000
     -40.33704       0.00000
     -40.30104       0.00000
     -40.26604       0.00000
     -40.23104       0.00000
     -40.19504       0.00000
     -40.16004       0.00000
     -40.12404       0.00000
     -40.08904       0.00000
     -40.05304       0.00000
     -40.01804       0.00000
     -39.98204       0.00000
     -39.94704       0.00000
     -39.91204       0.00000
     -39.87604       0.00000
     -39.84104       0.00000
     -39.80504       0.00000
     -39.77004       0.00000
     -39.73404       0.00000
     -39.69904       0.00000
     -39.66304       0.00000
     -39.62804       0.00000
     -39.59304       0.00000
     -39.55704       0.00000
     -39.52204       0.00000
     -39.48604       0.00000
     -39.45104       0.00000
     -39.41504       0.00000
     -39.38004       0.00000
     -39.34404       0.00000
     -39.30904       0.00000
     -39.27404       0.00000
     -39.23804       0.00000
     -39.20304       0.00000
     -39.16704       0.00000
     -39.13204       0.00000
     -39.09604       0.00000
     -39.06104       0.00000
     -39.02504       0.00000
     -38.99004       0.00000
     -38.95504       0.00000
     -38.91904       0.00000
     -38.88404       0.00000
     -38.84804       0.00000
     -38.81304       0.00000
     -38.77704       0.00000
     -38.74204       0.00000
     -38.70604       0.00000
     -38.67104       0.00000
     -38.63604       0.00000
     -38.60004       0.00000
     -38.56504       0.00000
     -38.52904       0.00000
     -38.49404       0.00000
     -38.45804       0.00000
     -38.42304       0.00000
     -38.38704       0.00000
     -38.35204       0.00000
     -38.31704       0.00000
     -38.28104       0.00000
     -38.24604       0.00000
     -38.21004       0.00000
     -38.17504       0.00000
     -38.13904       0.00000
     -38.10404       0.00000
     -38.06804       0.00000
     -38.03304       0.00000
     -37.99804       0.00000
     -37.96204       0.00000
     -37.92704       0.00000
     -37.89104       0.00000
     -37.85604       0.00000
     -37.82004       0.00000
     -37.78504       0.00000
     -37.74904       0.00000
     -37.71404       0.00000
     -37.67904       0.00000
     -37.64304       0.00000
     -37.60804       0.00000
     -37.57204       0.00000
     -37.53704       0.00000
     -37.50104       0.00000
     -37.46604       0.00000
     -37.43104       0.00000
     -37.39504       0.00000
     -37.36004       0.00000
     -37.32404       0.00000
     -37.28904       0.00000
     -37.25304       0.00000
     -37.21804       0.00000
     -37.18204       0.00000
     -37.14704       0.00000
     -37.11204       0.00000
     -37.07604       0.00000
     -37.04104       0.00000
     -37.00504       0.00000
     -36.97004       0.00000
     -36.93404       0.00000
     -36.89904       0.00000
     -36.86304       0.00000
     -36.82804       0.00000
     -36.79304       0.00000
     -36.75704       0.00000
     -36.72204       0.00000
     -36.68604       0.00000
     -36.65104       0.00000
     -36.61504       0.00000
     -36.58004       0.00000
     -36.54404       0.00000
     -36.50904       0.00000
     -36.47404       0.00000
     -36.43804       0.00000
     -36.40304       0.00000
     -36.36704       0.00000
     -36.33204       0.00000
     -36.29604       0.00000
     -36.26104       0.00000
     -36.22504       0.00000
     -36.19004       0.00000
     -36.15504       0.00000
     -36.11904       0.00000
     -36.08404       0.00000
     -36.04804       0.00000
     -36.01304       0.00000
     -35.97704       0.00000
     -35.94204       0.00000
     -35.90604       0.00000
     -35.87104       0.00000
     -35.83604       0.00000
     -35.80004       0.00000
     -35.76504       0.00000
     -35.72904       0.00000
     -35.69404       0.00000
     -35.65804       0.00000
     -35.62304       0.00000
     -35.58704       0.00000
     -35.55204       0.00000
     -35.51704       0.00000
     -35.48104       0.00000
     -35.44604       0.00000
     -35.41004       0.00000
     -35.37504       0.00000
     -35.33904       0.00000
     -35.30404       0.00000
     -35.26804       0.00000
     -35.23304       0.00000
     -35.19804       0.00000
     -35.16204       0.00000
     -35.12704       0.00000
     -35.09104       0.00000
     -35.05604       0.00000
     -35.02004       0.00000
     -34.98504       0.00000
     -34.94904       0.00000
     -34.91404       0.00000
     -34.87904       0.00000
     -34.84304       0.00000
     -34.80804       0.00000
     -34.77204       0.00000
     -34.73704       0.00000
     -34.70104       0.00000
     -34.66604       0.00000
     -34.63004       0.00000
     -34.59504       0.00000
     -34.56004       0.00000
     -34.52404       0.00000
     -34.48904       0.00000
     -34.45304       0.00000
     -34.41804       0.00000
     -34.38204       0.00000
     -34.34704       0.00000
     -34.31204       0.00000
     -34.27604       0.00000
     -34.24104       0.00000
     -34.20504       0.00000
     -34.17004       0.00000
     -34.13404       0.00000
     -34.09904       0.00000
     -34.06304       0.00000
     -34.02804       0.00000
     -33.99304       0.00000
     -33.95704       0.00000
     -33.92204       0.00000
     -33.88604       0.00000
     -33.85104       0.00000
     -33.81504       0.00000
     -33.78004       0.00000
     -33.74404       0.00000
     -33.70904       0.00000
     -33.67404       0.00000
     -33.63804       0.00000
     -33.60304       0.00000
     -33.56704       1.81200
     -33.53204       5.10000
     -33.49604      11.08000
     -33.46104      18.39000
     -33.42504      22.09000
     -33.39004      26.35000
     -33.35504      23.54000
     -33.31904      21.54000
     -33.28404       7.43700
     -33.24804       7.35000
     -33.21304       9.48000
     -33.17704      15.14000
     -33.14204      24.34000
     -33.10604      17.51000
     -33.07104      13.03000
     -33.03604       0.67570
     -33.00004       0.00000
     -32.96504       0.00000
     -32.92904       0.00000
     -32.89404       0.00000
     -32.85804       0.00000
     -32.82304       0.00000
     -32.78704       0.00000
     -32.75204       0.00000
     -32.71704       0.00000
     -32.68104       0.00000
     -32.64604       0.00000
     -32.61004       0.00000
     -32.57504       0.00000
     -32.53904       0.00000
     -32.50404       0.00000
     -32.46804       0.00000
     -32.43304       0.00000
     -32.39804       0.00000
     -32.36204       0.00000
     -32.32704       0.00000
     -32.29104       0.00000
     -32.25604       0.00000
     -32.22004       0.00000
     -32.18504       0.00000
     -32.14904       0.00000
     -32.11404       0.00000
     -32.07904       0.00000
     -32.04304       0.00000
     -32.00804       0.00000
     -31.97204       0.00000
     -31.93704       0.00000
     -31.90104       0.00000
     -31.86604       0.00000
     -31.83004       0.00000
     -31.79504       0.00000
     -31.76004       0.00000
     -31.72404       0.00000
     -31.68904       0.00000
     -31.65304       0.00000
     -31.61804       0.00000
     -31.58204       0.00000
     -31.54704       0.00000
     -31.51204       0.00000
     -31.47604       0.00000
     -31.44104       0.00000
     -31.40504       0.00000
     -31.37004       0.00000
     -31.33404       0.00000
     -31.29904       0.00000
     -31.26304       0.00000
     -31.22804       0.00000
     -31.19304       0.00000
     -31.15704       0.00000
     -31.12204       0.00000
     -31.08604       0.00000
     -31.05104       0.00000
     -31.01504       0.00000
     -30.98004       0.00000
     -30.94404       0.00000
     -30.90904       0.00000
     -30.87404       0.00000
     -30.83804       0.00000
     -30.80304       0.00000
     -30.76704       0.00000
     -30.73204       0.00000
     -30.69604       0.00000
     -30.66104       0.00000
     -30.62504       0.00000
     -30.59004       0.00000
     -30.55504       0.00000
     -30.51904       0.00000
     -30.48404       0.00000
     -30.44804       0.00000
     -30.41304       0.00000
     -30.37704       0.00000
     -30.34204       0.00000
     -30.30604       0.00000
     -30.27104       0.00000
     -30.23604       0.00000
     -30.20004       0.00000
     -30.16504       0.00000
     -30.12904       0.00000
     -30.09404       0.00000
     -30.05804       0.00000
     -30.02304       0.00000
     -29.98704       0.00000
     -29.95204       0.00000
     -29.91704       0.00000
     -29.88104       0.00000
     -29.84604       0.00000
     -29.81004       0.00000
     -29.77504       0.00000
     -29.73904       0.00000
     -29.70404       0.00000
     -29.66804       0.00000
     -29.63304       0.00000
     -29.59804       0.00000
     -29.56204       0.00000
     -29.52704       0.00000
     -29.49104       0.00000
     -29.45604       0.00000
     -29.42004       0.00000
     -29.38504       0.00000
     -29.34904       0.00000
     -29.31404       0.00000
     -29.27904       0.00000
     -29.24304       0.00000
     -29.20804       0.00000
     -29.17204       0.00000
     -29.13704       0.00000
     -29.10104       0.00000
     -29.06604       0.00000
     -29.03004       0.00000
     -28.99504       0.00000
     -28.96004       0.00000
     -28.92404       0.00000
     -28.88904       0.00000
     -28.85304       0.00000
     -28.81804       0.00000
     -28.78204       0.00000
     -28.74704       0.00000
     -28.71104       0.00000
     -28.67604       0.00000
     -28.64104       0.00000
     -28.60504       0.00000
     -28.57004       0.00000
     -28.53404       0.00000
     -28.49904       0.00000
     -28.46304       0.00000
     -28.42804       0.00000
     -28.39304       0.00000
     -28.35704       0.00000
     -28.32204       0.00000
     -28.28604       0.00000
     -28.25104       0.00000
     -28.21504       0.00000
     -28.18004       0.00000
     -28.14404       0.00000
     -28.10904       0.00000
     -28.07404       0.00000
     -28.03804       0.00000
     -28.00304       0.00000
     -27.96704       0.00000
     -27.93204       0.00000
     -27.89604       0.00000
     -27.86104       0.00000
     -27.82504       0.00000
     -27.79004       0.00000
     -27.75504       0.00000
     -27.71904       0.00000
     -27.68404       0.00000
     -27.64804       0.00000
     -27.61304       0.00000
     -27.57704       0.00000
     -27.54204       0.00000
     -27.50604       0.00000
     -27.47104       0.00000
     -27.43604       0.00000
     -27.40004       0.00000
     -27.36504       0.00000
     -27.32904       0.00000
     -27.29404       0.00000
     -27.25804       0.00000
     -27.22304       0.00000
     -27.18704       0.00000
     -27.15204       0.00000
     -27.11704       0.00000
     -27.08104       0.00000
     -27.04604       0.00000
     -27.01004       0.00000
     -26.97504       0.00000
     -26.93904       0.00000
     -26.90404       0.00000
     -26.86804       0.00000
     -26.83304       0.00000
     -26.79804       0.00000
     -26.76204       0.00000
     -26.72704       0.00000
     -26.69104       0.00000
     -26.65604       0.00000
     -26.62004       0.00000
     -26.58504       0.00000
     -26.54904       0.00000
     -26.51404       0.00000
     -26.47904       0.00000
     -26.44304       0.00000
     -26.40804       0.00000
     -26.37204       0.00000
     -26.33704       0.00000
     -26.30104       0.00000
     -26.26604       0.00000
     -26.23004       0.00000
     -26.19504       0.00000
     -26.16004       0.00000
     -26.12404       0.00000
     -26.08904       0.00000
     -26.05304       0.00000
     -26.01804       0.00000
     -25.98204       0.00000
     -25.94704       0.00000
     -25.91104       0.00000
     -25.87604       0.00000
     -25.84104       0.00000
     -25.80504       0.00000
     -25.77004       0.00000
     -25.73404       0.00000
     -25.69904       0.00000
     -25.66304       0.00000
     -25.62804       0.00000
     -25.59304       0.00000
     -25.55704       0.00000
     -25.52204       0.00000
     -25.48604       0.00000
     -25.45104       0.00000
     -25.41504       0.00000
     -25.38004       0.00000
     -25.34404       0.00000
     -25.30904       0.00000
     -25.27404       0.00000
     -25.23804       0.00000
     -25.20304       0.00000
     -25.16704       0.00000
     -25.13204       0.00000
     -25.09604       0.00000
     -25.06104       0.00000
     -25.02504       0.00000
     -24.99004       0.00000
     -24.95504       0.00000
     -24.91904       0.00000
     -24.88404       0.00000
     -24.84804       0.00000
     -24.81304       0.00000
     -24.77704       0.00000
     -24.74204       0.00000
     -24.70604       0.00000
     -24.67104       0.00000
     -24.63604       0.00000
     -24.60004       0.00000
     -24.56504       0.00000
     -24.52904       0.00000
     -24.49404       0.00000
     -24.45804       0.00000
     -24.42304       0.00000
     -24.38704       0.00000
     -24.35204       0.00000
     -24.31704       0.00000
     -24.28104       0.00000
     -24.24604       0.00000
     -24.21004       0.00000
     -24.17504       0.00000
     -24.13904       0.00000
     -24.10404       0.00000
     -24.06804       0.00000
     -24.03304       0.00000
     -23.99804       0.00000
     -23.96204       0.00000
     -23.92704       0.00000
     -23.89104       0.00000
     -23.85604       0.00000
     -23.82004       0.00000
     -23.78504       0.00000
     -23.74904       0.00000
     -23.71404       0.00000
     -23.67904       0.00000
     -23.64304       0.00000
     -23.60804       0.00000
     -23.57204       0.00000
     -23.53704       0.00000
     -23.50104       0.00000
     -23.46604       0.00000
     -23.43004       0.00000
     -23.39504       0.00000
     -23.36004       0.00000
     -23.32404       0.00000
     -23.28904       0.00000
     -23.25304       0.00000
     -23.21804       0.00000
     -23.18204       0.00000
     -23.14704       0.00000
     -23.11104       0.00000
     -23.07604       0.00000
     -23.04104       0.00000
     -23.00504       0.00000
     -22.97004       0.00000
     -22.93404       0.00000
     -22.89904       0.00000
     -22.86304       0.00000
     -22.82804       0.00000
     -22.79204       0.00000
     -22.75704       0.00000
     -22.72204       0.00000
     -22.68604       0.00000
     -22.65104       0.00000
     -22.61504       0.00000
     -22.58004       0.00000
     -22.54404       0.00000
     -22.50904       0.00000
     -22.47404       0.00000
     -22.43804       0.00000
     -22.40304       0.00000
     -22.36704       0.00000
     -22.33204       0.00000
     -22.29604       0.00000
     -22.26104       0.00000
     -22.22504       0.00000
     -22.19004       0.00000
     -22.15504       0.00000
     -22.11904       0.00000
     -22.08404       0.00000
     -22.04804       0.00000
     -22.01304       0.00000
     -21.97704       0.00000
     -21.94204       0.00000
     -21.90604       0.00000
     -21.87104       0.00000
     -21.83604       0.00000
     -21.80004       0.00000
     -21.76504       0.00000
     -21.72904       0.00000
     -21.69404       0.00000
     -21.65804       0.00000
     -21.62304       0.00000
     -21.58704       0.00000
     -21.55204       0.00000
     -21.51704       0.00000
     -21.48104       0.00000
     -21.44604       0.00000
     -21.41004       0.00000
     -21.37504       0.00000
     -21.33904       0.00000
     -21.30404       0.00000
     -21.26804       0.00000
     -21.23304       0.00000
     -21.19804       0.00000
     -21.16204       0.00000
     -21.12704       0.00000
     -21.09104       0.00000
     -21.05604       0.00000
     -21.02004       0.00000
     -20.98504       0.00000
     -20.94904       0.00000
     -20.91404       0.00000
     -20.87904       0.00000
     -20.84304       0.00000
     -20.80804       0.00000
     -20.77204       0.00000
     -20.73704       0.00000
     -20.70104       0.00000
     -20.66604       0.00000
     -20.63004       0.00000
     -20.59504       0.00000
     -20.56004       0.00000
     -20.52404       0.00000
     -20.48904       0.00000
     -20.45304       0.00000
     -20.41804       0.00000
     -20.38204       0.00000
     -20.34704       0.00000
     -20.31104       0.00000
     -20.27604       0.00000
     -20.24104       0.00000
     -20.20504       0.00000
     -20.17004       0.00000
     -20.13404       0.00000
     -20.09904       0.00000
     -20.06304       0.00000
     -20.02804       0.00000
     -19.99204       0.00000
     -19.95704       0.00000
     -19.92204       0.00000
     -19.88604       0.00000
     -19.85104       0.00000
     -19.81504       0.00000
     -19.78004       0.00000
     -19.74404       0.00000
     -19.70904       0.00000
     -19.67404       0.00000
     -19.63804       0.00000
     -19.60304       0.00000
     -19.56704       0.00000
     -19.53204       0.00000
     -19.49604       0.00000
     -19.46104       0.00000
     -19.42504       0.00000
     -19.39004       0.00000
     -19.35504       0.00000
     -19.31904       0.00000
     -19.28404       0.00000
     -19.24804       0.00000
     -19.21304       0.00000
     -19.17704       0.00000
     -19.14204       0.00000
     -19.10604       0.00000
